license_no,restaurant_name,cuisine,area,emirate,inspection_count_2023_2026,violation_count_2023_2026,major_violation_count,repeat_offender_flag,closure_events,ever_closed_flag,dm_star_rating,last_inspection_date
DM-101544,Restaurant 1544,Chinese,Silicon Oasis,Dubai,3,13,1,0,1,1,1,14-11-2025
DM-101545,Restaurant 1545,Indian,DIFC,Dubai,3,5,5,0,0,0,2,26-05-2024
DM-101546,Restaurant 1546,Turkish,Al Barsha,Dubai,5,14,0,1,2,1,1,10-02-2024
DM-101547,Restaurant 1547,French,Downtown,Dubai,1,11,9,0,0,0,2,30-04-2025
DM-101548,Restaurant 1548,Korean,Business Bay,Dubai,3,10,4,0,0,0,3,13-11-2023
DM-101549,Restaurant 1549,Thai,Business Bay,Dubai,3,7,7,0,1,1,2,03-03-2023
DM-101550,Restaurant 1550,French,Jumeirah,Dubai,12,13,1,1,1,1,1,14-12-2023
DM-101551,Restaurant 1551,Persian,Al Barsha,Dubai,2,13,4,0,0,0,2,25-10-2023
DM-101552,Restaurant 1552,Persian,Business Bay,Dubai,12,12,3,1,2,1,2,25-08-2024
DM-101553,Restaurant 1553,Italian,Silicon Oasis,Dubai,4,11,3,0,0,0,4,24-03-2025
DM-101554,Restaurant 1554,Italian,Deira,Dubai,2,6,4,0,1,1,5,15-03-2024
DM-101555,Restaurant 1555,Japanese,Downtown,Dubai,4,11,10,1,0,0,2,19-01-2025
DM-101556,Restaurant 1556,Italian,Downtown,Dubai,4,13,4,0,0,0,4,28-12-2024
DM-101557,Restaurant 1557,French,Silicon Oasis,Dubai,9,11,3,0,1,1,3,11-06-2023
DM-101558,Restaurant 1558,Japanese,DIFC,Dubai,3,6,0,0,0,0,3,19-04-2023
DM-101559,Restaurant 1559,Italian,Silicon Oasis,Dubai,6,5,2,1,0,0,5,16-02-2023
DM-101560,Restaurant 1560,Filipino,Silicon Oasis,Dubai,8,7,3,0,1,1,1,06-03-2025
DM-101561,Restaurant 1561,Lebanese,Downtown,Dubai,4,4,2,0,1,1,2,18-12-2023
DM-101562,Restaurant 1562,Italian,Silicon Oasis,Dubai,6,5,3,1,1,1,4,08-03-2025
DM-101563,Restaurant 1563,Pakistani,Downtown,Dubai,6,14,4,0,0,0,1,26-04-2024
DM-101564,Restaurant 1564,Mexican,Bur Dubai,Dubai,1,7,3,0,1,1,4,25-09-2023
DM-101565,Restaurant 1565,Lebanese,DIFC,Dubai,11,1,1,0,1,1,5,13-04-2023
DM-101566,Restaurant 1566,Lebanese,Silicon Oasis,Dubai,11,7,1,1,2,1,4,09-12-2024
DM-101567,Restaurant 1567,Turkish,JLT,Dubai,4,3,0,0,1,1,1,10-12-2023
DM-101568,Restaurant 1568,American,Silicon Oasis,Dubai,6,4,0,1,1,1,4,07-09-2024
DM-101569,Restaurant 1569,Korean,DIFC,Dubai,5,4,4,1,0,0,5,26-11-2024
DM-101570,Restaurant 1570,Persian,Business Bay,Dubai,9,10,7,1,2,1,4,12-01-2026
DM-101571,Restaurant 1571,Turkish,Downtown,Dubai,3,3,3,0,1,1,4,12-10-2023
DM-101572,Restaurant 1572,Korean,DIFC,Dubai,11,4,1,0,0,0,2,12-02-2026
DM-101573,Restaurant 1573,Thai,Downtown,Dubai,9,13,10,1,0,0,2,25-02-2025
DM-101574,Restaurant 1574,Japanese,Marina,Dubai,9,6,6,1,2,1,1,23-01-2025
DM-101575,Restaurant 1575,Chinese,DIFC,Dubai,11,6,0,1,2,1,1,01-09-2025
DM-101576,Restaurant 1576,Japanese,Business Bay,Dubai,6,13,8,0,1,1,3,03-12-2023
DM-101577,Restaurant 1577,Pakistani,Al Barsha,Dubai,10,9,9,0,1,1,2,04-09-2024
DM-101578,Restaurant 1578,Pakistani,Marina,Dubai,2,2,1,0,1,1,2,28-07-2024
DM-101579,Restaurant 1579,Lebanese,Marina,Dubai,5,15,13,1,0,0,1,02-07-2023
DM-101580,Restaurant 1580,French,Jumeirah,Dubai,11,0,0,0,1,1,4,10-08-2024
DM-101581,Restaurant 1581,Japanese,JLT,Dubai,11,8,5,1,0,0,2,06-06-2024
DM-101582,Restaurant 1582,Pakistani,Jumeirah,Dubai,11,15,13,0,0,0,3,04-07-2025
DM-101583,Restaurant 1583,Pakistani,Deira,Dubai,12,3,1,1,0,0,3,01-03-2023
DM-101584,Restaurant 1584,Pakistani,Business Bay,Dubai,12,0,0,0,0,0,5,07-05-2023
DM-101585,Restaurant 1585,Pakistani,Deira,Dubai,8,9,3,0,0,0,3,12-12-2024
DM-101586,Restaurant 1586,American,Bur Dubai,Dubai,10,2,0,1,0,0,3,04-11-2024
DM-101587,Restaurant 1587,Chinese,Business Bay,Dubai,8,8,7,0,0,0,5,05-08-2023
DM-101588,Restaurant 1588,Indian,Downtown,Dubai,6,10,1,1,0,0,3,08-09-2024
DM-101589,Restaurant 1589,Korean,JLT,Dubai,6,5,4,1,0,0,2,08-02-2025
DM-101590,Restaurant 1590,Arabic,Business Bay,Dubai,1,6,3,0,1,1,3,19-06-2024
DM-101591,Restaurant 1591,Persian,Marina,Dubai,3,10,6,0,1,1,2,08-04-2023
DM-101592,Restaurant 1592,Arabic,Marina,Dubai,7,7,5,1,0,0,3,16-06-2024
DM-101593,Restaurant 1593,Turkish,Business Bay,Dubai,7,13,0,1,0,0,1,12-03-2025
DM-101594,Restaurant 1594,Chinese,Silicon Oasis,Dubai,2,7,2,0,0,0,5,05-11-2024
DM-101595,Restaurant 1595,Lebanese,DIFC,Dubai,6,3,1,0,1,1,4,22-07-2025
DM-101596,Restaurant 1596,Arabic,Marina,Dubai,11,11,1,0,0,0,4,22-07-2024
DM-101597,Restaurant 1597,Turkish,Jumeirah,Dubai,8,14,11,0,0,0,5,17-10-2023
DM-101598,Restaurant 1598,American,JLT,Dubai,9,12,1,1,2,1,5,16-09-2023
DM-101599,Restaurant 1599,Japanese,Downtown,Dubai,4,1,0,1,1,1,5,01-01-2024
DM-101600,Restaurant 1600,Persian,Al Barsha,Dubai,3,12,1,0,1,1,2,19-07-2024
DM-101601,Restaurant 1601,Filipino,Jumeirah,Dubai,11,15,7,0,1,1,2,24-03-2023
DM-101602,Restaurant 1602,Lebanese,Marina,Dubai,11,1,1,0,1,1,1,21-02-2026
DM-101603,Restaurant 1603,Filipino,Downtown,Dubai,9,9,3,0,0,0,3,29-04-2024
DM-101604,Restaurant 1604,Pakistani,Bur Dubai,Dubai,7,9,4,1,2,1,4,29-10-2023
DM-101605,Restaurant 1605,Thai,Deira,Dubai,12,11,7,0,0,0,4,24-04-2023
DM-101606,Restaurant 1606,Korean,Al Barsha,Dubai,5,14,0,1,0,0,2,04-08-2023
DM-101607,Restaurant 1607,Lebanese,Jumeirah,Dubai,11,11,7,1,1,1,5,14-09-2024
DM-101608,Restaurant 1608,Indian,Marina,Dubai,10,8,6,1,1,1,3,09-10-2023
DM-101609,Restaurant 1609,Italian,Downtown,Dubai,7,6,5,1,0,0,3,16-03-2023
DM-101610,Restaurant 1610,Pakistani,Deira,Dubai,6,6,4,1,2,1,2,28-03-2025
DM-101611,Restaurant 1611,Mexican,Marina,Dubai,1,6,0,0,0,0,1,03-05-2023
DM-101612,Restaurant 1612,Italian,Business Bay,Dubai,10,7,5,0,0,0,2,18-08-2025
DM-101613,Restaurant 1613,Turkish,Silicon Oasis,Dubai,8,4,2,1,1,1,3,25-04-2024
DM-101614,Restaurant 1614,Japanese,Silicon Oasis,Dubai,1,5,4,0,1,1,2,07-04-2025
DM-101615,Restaurant 1615,Indian,Silicon Oasis,Dubai,1,9,5,0,0,0,1,11-02-2026
DM-101616,Restaurant 1616,Japanese,Silicon Oasis,Dubai,2,5,4,0,1,1,1,11-10-2025
DM-101617,Restaurant 1617,Chinese,Marina,Dubai,11,13,0,1,2,1,1,17-08-2023
DM-101618,Restaurant 1618,French,DIFC,Dubai,8,8,4,0,1,1,1,04-02-2023
DM-101619,Restaurant 1619,Pakistani,JLT,Dubai,12,15,6,1,1,1,5,08-07-2025
DM-101620,Restaurant 1620,Turkish,Marina,Dubai,8,7,7,0,0,0,3,12-12-2024
DM-101621,Restaurant 1621,Filipino,Bur Dubai,Dubai,10,10,8,1,1,1,2,28-02-2026
DM-101622,Restaurant 1622,Filipino,Downtown,Dubai,3,3,1,0,1,1,2,14-02-2025
DM-101623,Restaurant 1623,French,Jumeirah,Dubai,8,0,0,1,2,1,1,16-10-2023
DM-101624,Restaurant 1624,Filipino,DIFC,Dubai,6,9,7,0,0,0,4,21-10-2025
DM-101625,Restaurant 1625,Thai,Al Barsha,Dubai,4,2,0,1,0,0,4,23-05-2023
DM-101626,Restaurant 1626,Korean,Al Barsha,Dubai,6,4,3,0,0,0,1,14-08-2024
DM-101627,Restaurant 1627,Italian,Marina,Dubai,9,5,0,1,0,0,1,02-01-2025
DM-101628,Restaurant 1628,Filipino,DIFC,Dubai,11,1,1,1,1,1,2,14-12-2023
DM-101629,Restaurant 1629,Thai,Business Bay,Dubai,8,2,2,0,1,1,3,23-08-2024
DM-101630,Restaurant 1630,Pakistani,Jumeirah,Dubai,3,13,4,0,1,1,1,14-07-2023
DM-101631,Restaurant 1631,Italian,JLT,Dubai,9,1,0,0,1,1,2,20-02-2026
DM-101632,Restaurant 1632,Mexican,JLT,Dubai,5,2,2,1,1,1,1,20-08-2024
DM-101633,Restaurant 1633,Thai,Silicon Oasis,Dubai,10,14,2,0,1,1,4,21-05-2024
DM-101634,Restaurant 1634,Arabic,Downtown,Dubai,1,4,0,0,1,1,4,29-07-2023
DM-101635,Restaurant 1635,Korean,Jumeirah,Dubai,11,13,6,1,0,0,1,22-05-2024
DM-101636,Restaurant 1636,Persian,Jumeirah,Dubai,6,4,4,0,0,0,1,23-10-2023
DM-101637,Restaurant 1637,Turkish,Business Bay,Dubai,4,0,0,0,1,1,2,26-05-2025
DM-101638,Restaurant 1638,Indian,DIFC,Dubai,9,1,0,1,0,0,2,31-07-2024
DM-101639,Restaurant 1639,Persian,Bur Dubai,Dubai,6,10,9,1,0,0,2,05-11-2025
DM-101640,Restaurant 1640,Mexican,Marina,Dubai,5,0,0,1,1,1,4,24-01-2025
DM-101641,Restaurant 1641,Japanese,Silicon Oasis,Dubai,4,1,0,0,1,1,5,23-08-2024
DM-101642,Restaurant 1642,Mexican,DIFC,Dubai,8,2,0,0,1,1,5,28-04-2024
DM-101643,Restaurant 1643,French,Deira,Dubai,1,10,6,0,1,1,2,26-09-2025
DM-101644,Restaurant 1644,Italian,Bur Dubai,Dubai,8,8,0,0,0,0,1,04-10-2025
DM-101645,Restaurant 1645,Lebanese,Bur Dubai,Dubai,6,6,0,0,0,0,1,30-12-2023
DM-101646,Restaurant 1646,Indian,Silicon Oasis,Dubai,8,10,8,1,1,1,2,23-02-2024
DM-101647,Restaurant 1647,Persian,DIFC,Dubai,10,6,0,0,1,1,4,11-01-2023
DM-101648,Restaurant 1648,Korean,Silicon Oasis,Dubai,11,0,0,0,0,0,4,09-03-2023
DM-101649,Restaurant 1649,Lebanese,Jumeirah,Dubai,5,15,10,1,0,0,1,04-08-2025
DM-101650,Restaurant 1650,Turkish,DIFC,Dubai,4,11,2,1,1,1,3,22-07-2023
DM-101651,Restaurant 1651,Mexican,Deira,Dubai,8,6,1,0,1,1,1,11-01-2024
DM-101652,Restaurant 1652,Turkish,DIFC,Dubai,2,9,2,0,0,0,3,20-07-2024
DM-101653,Restaurant 1653,Lebanese,Business Bay,Dubai,11,14,5,0,1,1,4,12-11-2023
DM-101654,Restaurant 1654,Pakistani,Silicon Oasis,Dubai,9,7,1,0,1,1,2,12-01-2026
DM-101655,Restaurant 1655,Turkish,DIFC,Dubai,3,8,1,0,1,1,5,09-01-2024
DM-101656,Restaurant 1656,Mexican,DIFC,Dubai,1,15,7,0,0,0,3,14-01-2024
DM-101657,Restaurant 1657,Mexican,DIFC,Dubai,10,7,6,1,2,1,1,17-01-2026
DM-101658,Restaurant 1658,French,Deira,Dubai,12,1,0,0,0,0,2,08-01-2025
DM-101659,Restaurant 1659,Filipino,Deira,Dubai,12,7,4,1,0,0,5,02-10-2023
DM-101660,Restaurant 1660,Japanese,Business Bay,Dubai,4,8,7,1,0,0,1,12-11-2024
DM-101661,Restaurant 1661,Italian,Al Barsha,Dubai,6,0,0,1,0,0,1,15-09-2025
DM-101662,Restaurant 1662,Persian,Downtown,Dubai,3,2,0,0,0,0,1,07-06-2024
DM-101663,Restaurant 1663,Italian,Deira,Dubai,2,9,3,0,1,1,3,30-08-2023
DM-101664,Restaurant 1664,Persian,Jumeirah,Dubai,11,3,0,0,0,0,2,25-02-2026
DM-101665,Restaurant 1665,Mexican,Business Bay,Dubai,9,4,1,1,1,1,1,25-02-2024
DM-101666,Restaurant 1666,Thai,Downtown,Dubai,7,0,0,1,1,1,2,12-02-2025
DM-101667,Restaurant 1667,Mexican,Jumeirah,Dubai,11,2,0,1,0,0,2,20-01-2025
DM-101668,Restaurant 1668,Thai,Al Barsha,Dubai,3,2,1,0,0,0,1,20-04-2023
DM-101669,Restaurant 1669,Japanese,Bur Dubai,Dubai,8,3,1,0,1,1,5,24-07-2023
DM-101670,Restaurant 1670,Japanese,Silicon Oasis,Dubai,9,9,4,1,2,1,4,18-09-2023
DM-101671,Restaurant 1671,Arabic,Al Barsha,Dubai,6,10,6,0,1,1,5,13-02-2024
DM-101672,Restaurant 1672,Indian,Jumeirah,Dubai,6,2,1,0,0,0,3,01-12-2025
DM-101673,Restaurant 1673,American,Deira,Dubai,7,6,5,0,0,0,4,19-01-2025
DM-101674,Restaurant 1674,Chinese,Deira,Dubai,12,0,0,1,1,1,1,13-04-2023
DM-101675,Restaurant 1675,Filipino,Business Bay,Dubai,9,3,1,1,1,1,3,17-04-2025
DM-101676,Restaurant 1676,Indian,Downtown,Dubai,12,8,1,1,0,0,4,10-10-2024
DM-101677,Restaurant 1677,Thai,Downtown,Dubai,9,6,0,0,0,0,3,04-09-2025
DM-101678,Restaurant 1678,Arabic,Deira,Dubai,5,9,7,0,0,0,4,01-09-2023
DM-101679,Restaurant 1679,American,Business Bay,Dubai,3,3,0,0,1,1,1,05-10-2025
DM-101680,Restaurant 1680,Filipino,DIFC,Dubai,6,7,3,1,0,0,1,25-09-2025
DM-101681,Restaurant 1681,Lebanese,Downtown,Dubai,6,15,1,0,1,1,2,18-11-2024
DM-101682,Restaurant 1682,Lebanese,DIFC,Dubai,12,0,0,0,0,0,3,30-12-2025
DM-101683,Restaurant 1683,American,Al Barsha,Dubai,9,2,2,1,2,1,1,22-06-2023
DM-101684,Restaurant 1684,Turkish,Al Barsha,Dubai,1,0,0,0,1,1,1,29-03-2023
DM-101685,Restaurant 1685,Korean,JLT,Dubai,1,13,4,0,1,1,4,28-02-2023
DM-101686,Restaurant 1686,Thai,Downtown,Dubai,12,15,15,1,1,1,5,11-04-2025
DM-101687,Restaurant 1687,Italian,Silicon Oasis,Dubai,9,11,5,0,1,1,4,25-12-2023
DM-101688,Restaurant 1688,Korean,DIFC,Dubai,6,0,0,0,0,0,1,07-11-2023
DM-101689,Restaurant 1689,Japanese,Silicon Oasis,Dubai,12,14,7,1,1,1,4,24-02-2023
DM-101690,Restaurant 1690,Persian,Silicon Oasis,Dubai,12,11,4,0,1,1,1,14-11-2024
DM-101691,Restaurant 1691,Italian,Deira,Dubai,1,8,7,0,1,1,2,19-11-2024
DM-101692,Restaurant 1692,Filipino,DIFC,Dubai,4,11,8,0,0,0,5,23-10-2023
DM-101693,Restaurant 1693,Persian,Silicon Oasis,Dubai,8,6,1,1,2,1,5,28-03-2025
DM-101694,Restaurant 1694,Turkish,Al Barsha,Dubai,12,0,0,0,0,0,4,11-05-2024
DM-101695,Restaurant 1695,Lebanese,JLT,Dubai,12,5,4,1,0,0,5,25-06-2024
DM-101696,Restaurant 1696,Persian,Downtown,Dubai,8,11,2,1,1,1,4,04-08-2025
DM-101697,Restaurant 1697,Japanese,JLT,Dubai,2,4,2,0,1,1,2,14-09-2024
DM-101698,Restaurant 1698,Italian,Jumeirah,Dubai,12,10,2,0,0,0,4,18-03-2023
DM-101699,Restaurant 1699,Arabic,Silicon Oasis,Dubai,10,13,12,0,0,0,4,03-05-2024
DM-101700,Restaurant 1700,French,Silicon Oasis,Dubai,2,5,3,0,0,0,4,26-01-2025
DM-101701,Restaurant 1701,Thai,Silicon Oasis,Dubai,9,13,9,1,1,1,3,22-01-2023
DM-101702,Restaurant 1702,Lebanese,Bur Dubai,Dubai,6,15,3,1,0,0,4,08-09-2023
DM-101703,Restaurant 1703,Mexican,Marina,Dubai,2,3,1,0,0,0,5,04-08-2023
DM-101704,Restaurant 1704,Korean,Deira,Dubai,4,4,0,0,0,0,1,26-01-2024
DM-101705,Restaurant 1705,American,Business Bay,Dubai,10,8,2,1,2,1,2,09-02-2024
DM-101706,Restaurant 1706,Arabic,JLT,Dubai,12,2,1,0,1,1,3,24-07-2025
DM-101707,Restaurant 1707,Japanese,Deira,Dubai,9,15,5,0,0,0,2,23-08-2023
DM-101708,Restaurant 1708,Mexican,Downtown,Dubai,9,6,0,0,0,0,1,22-03-2025
DM-101709,Restaurant 1709,Arabic,Jumeirah,Dubai,6,3,2,1,0,0,1,14-04-2024
DM-101710,Restaurant 1710,Filipino,Business Bay,Dubai,10,7,3,1,2,1,3,01-09-2023
DM-101711,Restaurant 1711,Korean,DIFC,Dubai,10,14,5,0,1,1,5,29-01-2025
DM-101712,Restaurant 1712,Lebanese,Downtown,Dubai,4,12,12,1,2,1,3,30-01-2023
DM-101713,Restaurant 1713,Lebanese,Jumeirah,Dubai,12,11,7,1,2,1,4,04-08-2024
DM-101714,Restaurant 1714,Indian,Silicon Oasis,Dubai,2,1,1,0,1,1,2,07-05-2025
DM-101715,Restaurant 1715,Japanese,Jumeirah,Dubai,12,15,4,0,0,0,5,05-06-2025
DM-101716,Restaurant 1716,Filipino,Silicon Oasis,Dubai,10,15,15,1,0,0,1,13-04-2023
DM-101717,Restaurant 1717,Turkish,Al Barsha,Dubai,3,1,0,0,1,1,1,07-06-2023
DM-101718,Restaurant 1718,Persian,Marina,Dubai,12,14,11,0,1,1,3,27-10-2023
DM-101719,Restaurant 1719,Persian,Business Bay,Dubai,6,11,1,1,0,0,3,16-03-2023
DM-101720,Restaurant 1720,Italian,Silicon Oasis,Dubai,9,6,4,1,1,1,5,02-06-2023
DM-101721,Restaurant 1721,French,Bur Dubai,Dubai,11,7,6,1,1,1,5,10-02-2026
DM-101722,Restaurant 1722,Japanese,Al Barsha,Dubai,10,10,2,1,0,0,1,23-11-2025
DM-101723,Restaurant 1723,Persian,Jumeirah,Dubai,1,7,7,0,0,0,2,23-09-2025
DM-101724,Restaurant 1724,American,Bur Dubai,Dubai,6,14,1,0,1,1,2,04-07-2023
DM-101725,Restaurant 1725,Indian,Downtown,Dubai,11,2,1,0,1,1,3,29-09-2023
DM-101726,Restaurant 1726,Korean,DIFC,Dubai,9,6,6,1,2,1,2,31-05-2023
DM-101727,Restaurant 1727,Arabic,Deira,Dubai,5,7,7,1,2,1,4,26-11-2025
DM-101728,Restaurant 1728,Turkish,Marina,Dubai,6,4,0,1,0,0,4,20-04-2024
DM-101729,Restaurant 1729,Persian,Al Barsha,Dubai,5,5,2,0,1,1,2,02-01-2025
DM-101730,Restaurant 1730,Indian,Jumeirah,Dubai,6,11,6,1,0,0,2,18-01-2024
DM-101731,Restaurant 1731,Pakistani,Al Barsha,Dubai,5,0,0,0,0,0,3,22-08-2025
DM-101732,Restaurant 1732,Japanese,DIFC,Dubai,3,1,0,0,0,0,1,18-02-2023
DM-101733,Restaurant 1733,French,DIFC,Dubai,6,2,0,1,1,1,1,26-04-2024
DM-101734,Restaurant 1734,Indian,Marina,Dubai,7,6,0,0,0,0,4,13-04-2024
DM-101735,Restaurant 1735,Persian,Jumeirah,Dubai,1,1,1,0,1,1,2,31-05-2025
DM-101736,Restaurant 1736,Indian,JLT,Dubai,7,11,5,0,1,1,4,18-11-2024
DM-101737,Restaurant 1737,Lebanese,Al Barsha,Dubai,6,3,0,1,1,1,3,16-01-2026
DM-101738,Restaurant 1738,Italian,Bur Dubai,Dubai,4,8,4,0,1,1,1,26-01-2024
DM-101739,Restaurant 1739,French,DIFC,Dubai,3,15,9,0,1,1,1,27-01-2026
DM-101740,Restaurant 1740,Korean,Bur Dubai,Dubai,2,6,2,0,1,1,1,11-05-2024
DM-101741,Restaurant 1741,Lebanese,JLT,Dubai,10,3,3,1,2,1,2,21-08-2025
DM-101742,Restaurant 1742,Japanese,Jumeirah,Dubai,7,3,0,0,1,1,4,10-05-2024
DM-101743,Restaurant 1743,Mexican,Downtown,Dubai,6,0,0,1,1,1,4,08-03-2023
DM-101744,Restaurant 1744,Filipino,JLT,Dubai,6,15,0,0,0,0,4,16-02-2026
DM-101745,Restaurant 1745,Thai,Business Bay,Dubai,1,4,0,0,0,0,3,02-06-2025
DM-101746,Restaurant 1746,Persian,Silicon Oasis,Dubai,7,7,4,1,1,1,2,18-06-2023
DM-101747,Restaurant 1747,Persian,Business Bay,Dubai,7,5,2,0,0,0,2,28-06-2024
DM-101748,Restaurant 1748,Lebanese,JLT,Dubai,7,10,7,1,0,0,1,24-01-2024
DM-101749,Restaurant 1749,Pakistani,Downtown,Dubai,8,1,1,0,1,1,1,14-10-2024
DM-101750,Restaurant 1750,Turkish,Marina,Dubai,1,10,10,0,0,0,4,19-01-2026
DM-101751,Restaurant 1751,French,Marina,Dubai,6,9,1,0,1,1,1,10-11-2023
DM-101752,Restaurant 1752,Korean,Silicon Oasis,Dubai,10,15,14,0,1,1,2,21-05-2024
DM-101753,Restaurant 1753,Pakistani,DIFC,Dubai,12,0,0,0,0,0,4,21-05-2024
DM-101754,Restaurant 1754,French,Al Barsha,Dubai,6,10,1,1,0,0,5,06-03-2024
DM-101755,Restaurant 1755,French,Bur Dubai,Dubai,1,4,3,0,1,1,1,24-02-2024
DM-101756,Restaurant 1756,Indian,Jumeirah,Dubai,7,11,5,0,0,0,4,04-12-2024
DM-101757,Restaurant 1757,Lebanese,Deira,Dubai,12,9,2,0,1,1,2,29-08-2024
DM-101758,Restaurant 1758,Chinese,Downtown,Dubai,9,13,10,0,0,0,3,01-05-2023
DM-101759,Restaurant 1759,Turkish,Marina,Dubai,6,8,1,0,1,1,5,11-07-2023
DM-101760,Restaurant 1760,Pakistani,JLT,Dubai,9,4,0,0,1,1,5,28-06-2024
DM-101761,Restaurant 1761,Turkish,JLT,Dubai,6,3,2,0,0,0,3,22-03-2023
DM-101762,Restaurant 1762,Persian,Bur Dubai,Dubai,9,3,2,1,0,0,3,28-03-2025
DM-101763,Restaurant 1763,Japanese,DIFC,Dubai,10,9,4,0,0,0,2,06-02-2023
DM-101764,Restaurant 1764,Persian,JLT,Dubai,12,10,8,1,1,1,5,23-12-2023
DM-101765,Restaurant 1765,Filipino,Downtown,Dubai,4,2,0,1,2,1,1,10-05-2023
DM-101766,Restaurant 1766,Mexican,Al Barsha,Dubai,9,12,7,0,1,1,1,13-04-2024
DM-101767,Restaurant 1767,Arabic,DIFC,Dubai,7,6,6,0,1,1,3,15-09-2024
DM-101768,Restaurant 1768,Korean,Deira,Dubai,11,1,0,0,1,1,4,09-06-2024
DM-101769,Restaurant 1769,Indian,Al Barsha,Dubai,8,4,4,0,1,1,4,08-04-2023
DM-101770,Restaurant 1770,Korean,Jumeirah,Dubai,5,7,7,0,1,1,1,19-06-2023
DM-101771,Restaurant 1771,Arabic,DIFC,Dubai,4,6,0,0,1,1,2,27-08-2025
DM-101772,Restaurant 1772,American,DIFC,Dubai,8,15,2,1,2,1,3,07-06-2025
DM-101773,Restaurant 1773,Mexican,Downtown,Dubai,8,4,3,1,1,1,5,31-05-2025
DM-101774,Restaurant 1774,Arabic,Al Barsha,Dubai,5,1,1,0,1,1,2,11-09-2024
DM-101775,Restaurant 1775,Japanese,DIFC,Dubai,6,8,6,0,0,0,2,11-05-2023
DM-101776,Restaurant 1776,Indian,Al Barsha,Dubai,3,1,1,0,1,1,3,24-01-2023
DM-101777,Restaurant 1777,French,Deira,Dubai,1,1,1,0,1,1,3,28-09-2023
DM-101778,Restaurant 1778,Mexican,Business Bay,Dubai,2,10,10,0,1,1,3,18-02-2025
DM-101779,Restaurant 1779,French,Jumeirah,Dubai,6,9,0,0,0,0,5,08-02-2024
DM-101780,Restaurant 1780,Chinese,Al Barsha,Dubai,5,14,12,0,1,1,2,05-07-2023
DM-101781,Restaurant 1781,Persian,Downtown,Dubai,2,6,1,0,1,1,5,17-05-2023
DM-101782,Restaurant 1782,Japanese,Deira,Dubai,5,6,1,0,0,0,1,02-08-2023
DM-101783,Restaurant 1783,Pakistani,Bur Dubai,Dubai,10,3,3,0,1,1,1,06-08-2025
DM-101784,Restaurant 1784,Thai,Downtown,Dubai,2,14,10,0,1,1,2,02-04-2023
DM-101785,Restaurant 1785,Persian,Silicon Oasis,Dubai,8,1,1,1,1,1,4,01-09-2025
DM-101786,Restaurant 1786,French,Marina,Dubai,10,8,0,0,0,0,3,01-12-2024
DM-101787,Restaurant 1787,Thai,Bur Dubai,Dubai,6,5,5,1,2,1,2,14-04-2024
DM-101788,Restaurant 1788,Thai,Silicon Oasis,Dubai,1,8,5,0,1,1,2,02-11-2025
DM-101789,Restaurant 1789,Filipino,Marina,Dubai,12,6,6,0,0,0,5,22-10-2023
DM-101790,Restaurant 1790,Pakistani,Jumeirah,Dubai,3,13,8,0,0,0,4,02-09-2024
DM-101791,Restaurant 1791,Mexican,Marina,Dubai,1,11,10,0,1,1,2,25-07-2023
DM-101792,Restaurant 1792,Italian,Bur Dubai,Dubai,9,7,1,0,1,1,2,19-03-2023
DM-101793,Restaurant 1793,Arabic,Business Bay,Dubai,7,0,0,1,0,0,1,16-04-2023
DM-101794,Restaurant 1794,Chinese,JLT,Dubai,9,2,0,1,1,1,1,05-09-2024
DM-101795,Restaurant 1795,Chinese,DIFC,Dubai,11,4,0,0,1,1,5,21-09-2024
DM-101796,Restaurant 1796,Lebanese,Deira,Dubai,11,4,0,0,0,0,5,24-06-2025
DM-101797,Restaurant 1797,Indian,JLT,Dubai,2,1,1,0,1,1,3,07-06-2023
DM-101798,Restaurant 1798,Chinese,Silicon Oasis,Dubai,7,11,5,1,1,1,1,02-11-2024
DM-101799,Restaurant 1799,Japanese,Al Barsha,Dubai,9,14,7,0,0,0,4,15-08-2025
DM-101800,Restaurant 1800,Korean,Downtown,Dubai,9,5,1,1,2,1,1,17-10-2023
DM-101801,Restaurant 1801,American,Deira,Dubai,9,13,3,1,1,1,5,06-05-2024
DM-101802,Restaurant 1802,Thai,Business Bay,Dubai,6,15,9,1,2,1,2,18-10-2024
DM-101803,Restaurant 1803,Pakistani,Bur Dubai,Dubai,5,8,8,0,0,0,2,31-10-2023
DM-101804,Restaurant 1804,Persian,Deira,Dubai,1,3,0,0,0,0,1,22-06-2025
DM-101805,Restaurant 1805,Japanese,Deira,Dubai,1,12,0,0,1,1,3,30-11-2023
DM-101806,Restaurant 1806,Turkish,Al Barsha,Dubai,5,14,13,0,1,1,1,10-12-2023
DM-101807,Restaurant 1807,Thai,Marina,Dubai,8,3,3,1,1,1,4,08-01-2024
DM-101808,Restaurant 1808,Japanese,DIFC,Dubai,12,11,0,1,0,0,3,21-08-2025
DM-101809,Restaurant 1809,Filipino,Silicon Oasis,Dubai,5,8,1,0,0,0,1,12-08-2024
DM-101810,Restaurant 1810,American,Al Barsha,Dubai,7,15,0,0,0,0,1,22-03-2025
DM-101811,Restaurant 1811,Lebanese,Silicon Oasis,Dubai,3,2,2,0,0,0,1,18-08-2025
DM-101812,Restaurant 1812,Filipino,Al Barsha,Dubai,6,1,1,1,1,1,5,03-01-2024
DM-101813,Restaurant 1813,Japanese,Bur Dubai,Dubai,12,3,3,0,0,0,3,28-09-2025
